miRNA,Target Gene
mmu-miR-30d-5p,Ttc12
mmu-miR-30d-5p,Psd4
mmu-miR-30d-5p,Lep
mmu-miR-30d-5p,Psd4
mmu-miR-30d-5p,Fam210b
mmu-miR-30d-5p,Nrip1
mmu-miR-30d-5p,Man1a
mmu-miR-30d-5p,Gnaz
mmu-miR-30d-5p,Tial1
mmu-miR-30d-5p,Zbed4
mmu-miR-30d-5p,Ubap1
mmu-miR-30d-5p,Gnaz
mmu-miR-30d-5p,Wnt8b
mmu-miR-30d-5p,Man1a
mmu-miR-30d-5p,Tial1
mmu-miR-30d-5p,Ubap1
mmu-miR-30d-5p,Akap13
mmu-miR-30d-5p,Ddx17
mmu-miR-30d-5p,Aldh1l2
mmu-miR-30e-3p,Maf
mmu-miR-30e-3p,Zyg11b
mmu-miR-30e-3p,Phlpp2
mmu-miR-30e-3p,Abca2
mmu-miR-30e-3p,Tsc1
mmu-miR-30e-3p,Trank1
mmu-miR-30e-3p,Tsc1
mmu-miR-30e-3p,Reln
mmu-miR-30e-3p,Ireb2
mmu-miR-30e-3p,Gon4l
mmu-miR-30e-3p,Utrn
mmu-miR-30e-3p,Kif1c
mmu-miR-30e-3p,Adcy5
mmu-miR-30e-3p,Sptbn2
mmu-miR-30e-3p,Abca2
mmu-miR-30e-3p,Frem1
mmu-miR-30e-3p,Ncam1
mmu-miR-30e-3p,Sgms2
mmu-miR-30e-3p,Dock11
mmu-miR-30e-3p,Abca2
mmu-miR-30e-3p,Abca4
mmu-miR-30e-3p,Ncam1
mmu-miR-30e-3p,Kif1c
mmu-miR-30e-3p,Slc7a1
mmu-miR-30e-3p,Frem1
mmu-miR-30e-3p,Arid2
mmu-miR-30e-3p,Zfp148
mmu-miR-30e-3p,Ahctf1
mmu-miR-30e-3p,Tsc1
mmu-miR-30e-3p,Kdm5b
mmu-miR-30e-5p,Muc5b
mmu-miR-30e-5p,Fat2
mmu-miR-30e-5p,Chd2
mmu-miR-30e-5p,Muc5b
mmu-miR-30e-5p,Fat2
mmu-miR-30e-5p,Serinc3
mmu-miR-30e-5p,Psd4
mmu-miR-30e-5p,Gnaz
mmu-miR-30e-5p,Psd4
mmu-miR-30e-5p,Ubap1
mmu-miR-30e-5p,Tial1
mmu-miR-30e-5p,Man1a
mmu-miR-30e-5p,Wnt8b
mmu-miR-30e-5p,Kdm4c
mmu-miR-30e-5p,Psd4
mmu-miR-30e-5p,Gnaz
mmu-miR-30e-5p,Lep
mmu-miR-30e-5p,Ttc12
mmu-miR-30e-5p,Man1a
mmu-miR-30e-5p,Tial1
mmu-miR-30e-5p,Ubap1
mmu-miR-30e-5p,Adrbk2
mmu-miR-30e-5p,3110001I22Rik
mmu-miR-30e-5p,Clec10a
mmu-miR-30e-5p,Clec10a
mmu-miR-30e-5p,Akap13
mmu-miR-30e-5p,Foxo1
mmu-miR-30e-5p,Igsf3
mmu-miR-30e-5p,Hykk
mmu-miR-30e-5p,Gpr26
mmu-miR-3100-3p,Kif5a
mmu-miR-3100-3p,Pik3r1
mmu-miR-3100-3p,Cmah
mmu-miR-3100-3p,Cpd
mmu-miR-3100-3p,Rnf169
mmu-miR-3100-3p,Crocc
mmu-miR-3100-3p,Abca2
mmu-miR-3100-3p,Crocc
mmu-miR-3100-3p,Ptprf
mmu-miR-3100-3p,Prrc2a
mmu-miR-3100-3p,Fam53a
mmu-miR-3100-3p,Pik3r1
mmu-miR-3100-3p,Erc2
mmu-miR-3100-3p,Pogk
mmu-miR-3100-3p,Amotl1
mmu-miR-3100-3p,Tacc1
mmu-miR-3100-3p,Ptpn13
mmu-miR-3100-3p,Abca2
mmu-miR-3100-3p,Crocc
mmu-miR-3100-3p,Thsd7a
mmu-miR-3100-3p,Trak2
mmu-miR-3100-3p,Dcaf10
mmu-miR-3100-3p,Chd2
mmu-miR-3100-3p,Mylk
mmu-miR-3100-3p,Agpat5
mmu-miR-3100-3p,Abca2
mmu-miR-3100-3p,Pogk
mmu-miR-3100-3p,Prrc2a
mmu-miR-3100-3p,Prrc2a
mmu-miR-3100-3p,Cd93
mmu-miR-3100-5p,Atad5
mmu-miR-3100-5p,Tbc1d9
mmu-miR-3100-5p,Ahnak
mmu-miR-3100-5p,Rreb1
mmu-miR-3100-5p,Sspo
mmu-miR-3100-5p,Gpr158
mmu-miR-3100-5p,Mgam
mmu-miR-3100-5p,Nrxn2
mmu-miR-3100-5p,Crebrf
mmu-miR-3100-5p,Rnf213
mmu-miR-3100-5p,Bcat1
mmu-miR-3100-5p,Nav3
mmu-miR-3100-5p,Lrp2
mmu-miR-3100-5p,Rreb1
mmu-miR-3100-5p,Tbc1d1
mmu-miR-3100-5p,Nrxn2
mmu-miR-3100-5p,Nrxn2
mmu-miR-3100-5p,Kcnh7
mmu-miR-3100-5p,Fer1l4
mmu-miR-3100-5p,Clmn
mmu-miR-3100-5p,Rb1cc1
mmu-miR-3100-5p,Rreb1
mmu-miR-3100-5p,Col11a1
mmu-miR-3100-5p,Pcnxl2
mmu-miR-3100-5p,Vwa8
mmu-miR-3100-5p,Kdm6a
mmu-miR-3100-5p,Col11a1
mmu-miR-3100-5p,Nav2
mmu-miR-3100-5p,Arid2
mmu-miR-3100-5p,Esr1
mmu-miR-3101-3p,Zbtb7a
mmu-miR-3101-3p,Steap2
mmu-miR-3101-3p,Lama2
mmu-miR-3101-3p,Xpo7
mmu-miR-3101-3p,Crocc
mmu-miR-3101-3p,Lama2
mmu-miR-3101-3p,Ankhd1
mmu-miR-3101-3p,Whsc1
mmu-miR-3101-3p,Ankhd1
mmu-miR-3101-3p,Reps2
mmu-miR-3101-3p,Crocc
mmu-miR-3101-3p,Col1a1
mmu-miR-3101-3p,Lama2
mmu-miR-3101-3p,Atp10b
mmu-miR-3101-3p,Steap2
mmu-miR-3101-3p,Plxnc1
mmu-miR-3101-3p,Nup210
mmu-miR-3101-3p,Phka1
mmu-miR-3101-3p,Csmd3
mmu-miR-3101-3p,Ints1
mmu-miR-3101-3p,Fn1
mmu-miR-3101-3p,Csmd3
mmu-miR-3101-3p,Reps2
mmu-miR-3101-3p,Col4a1
mmu-miR-3101-3p,Cux2
mmu-miR-3101-3p,Mob3b
mmu-miR-3101-3p,Ptprs
mmu-miR-3101-3p,Obscn
mmu-miR-3101-3p,Phka1
mmu-miR-3101-3p,Greb1
mmu-miR-3101-5p,Ano5
mmu-miR-3101-5p,Stab2
mmu-miR-3101-5p,Clasp2
mmu-miR-3101-5p,Cacna1h
mmu-miR-3101-5p,Cacna1h
mmu-miR-3101-5p,Cacna1h
mmu-miR-3101-5p,Cachd1
mmu-miR-3101-5p,Zfp704
mmu-miR-3101-5p,Ubxn2b
mmu-miR-3101-5p,Abcc5
mmu-miR-3101-5p,Col5a1
mmu-miR-3101-5p,Bod1l
mmu-miR-3101-5p,Ttc12
mmu-miR-3101-5p,Adamtsl4
mmu-miR-3101-5p,Calm1
mmu-miR-3101-5p,Fam160b1
mmu-miR-3101-5p,Abat
mmu-miR-3101-5p,Aasdh
mmu-miR-3101-5p,Rbm28
mmu-miR-3101-5p,Adamtsl4
mmu-miR-3101-5p,Plod2
mmu-miR-3101-5p,Sgpl1
mmu-miR-3101-5p,Clasp2
mmu-miR-3101-5p,Csgalnact1
mmu-miR-3101-5p,Casp9
mmu-miR-3101-5p,Clasp2
mmu-miR-3101-5p,Clasp2
mmu-miR-3101-5p,Clasp2
mmu-miR-3101-5p,Col4a3bp
mmu-miR-3101-5p,Tmem63c
mmu-miR-3102-3p,Slc4a3
mmu-miR-3102-3p,Csmd3
mmu-miR-3102-3p,Prkce
mmu-miR-3102-3p,Sptbn2
mmu-miR-3102-3p,Nrk
mmu-miR-3102-3p,Hspg2
mmu-miR-3102-3p,Csmd3
mmu-miR-3102-3p,4930402H24Rik
mmu-miR-3102-3p,Macf1
mmu-miR-3102-3p,Stab2
mmu-miR-3102-3p,Macf1
mmu-miR-3102-3p,Smarca5
mmu-miR-3102-3p,Lrba
mmu-miR-3102-3p,Ptprf
mmu-miR-3102-3p,Gm15800
mmu-miR-3102-3p,Lrba
mmu-miR-3102-3p,Dock8
mmu-miR-3102-3p,Macf1
mmu-miR-3102-3p,Nrk
mmu-miR-3102-3p,Lrrc58
mmu-miR-3102-3p,Rp1l1
mmu-miR-3102-3p,Hspg2
mmu-miR-3102-3p,Sp9
mmu-miR-3102-3p,Tlr3
mmu-miR-3102-3p,Duox1
mmu-miR-3102-3p,Ldb3
mmu-miR-3102-3p,Jade1
mmu-miR-3102-3p,Jade1
mmu-miR-3102-3p,Nlrp1b
mmu-miR-3102-3p,Jade1
mmu-miR-3102-3p.2-3p,Ncor2
mmu-miR-3102-3p.2-3p,Cachd1
mmu-miR-3102-3p.2-3p,Numa1
mmu-miR-3102-3p.2-3p,Evpl
mmu-miR-3102-3p.2-3p,Zbtb40
mmu-miR-3102-3p.2-3p,Zbtb7a
mmu-miR-3102-3p.2-3p,Phlpp2
mmu-miR-3102-3p.2-3p,Dock11
mmu-miR-3102-3p.2-3p,Rp1l1
mmu-miR-3102-3p.2-3p,Crocc
mmu-miR-3102-3p.2-3p,Pask
mmu-miR-3102-3p.2-3p,Hectd1
mmu-miR-3102-3p.2-3p,Crocc
mmu-miR-3102-3p.2-3p,Wdr90
mmu-miR-3102-3p.2-3p,Arhgap32
mmu-miR-3102-3p.2-3p,Mob3b
mmu-miR-3102-3p.2-3p,Nos1
mmu-miR-3102-3p.2-3p,Ankib1
mmu-miR-3102-3p.2-3p,Crocc
mmu-miR-3102-3p.2-3p,Ttc14
mmu-miR-3102-3p.2-3p,Kif21b
mmu-miR-3102-3p.2-3p,Kif26a
mmu-miR-3102-3p.2-3p,Ncor2
mmu-miR-3102-3p.2-3p,Thsd7b
mmu-miR-3102-3p.2-3p,Crb2
mmu-miR-3102-3p.2-3p,Rc3h1
mmu-miR-3102-3p.2-3p,Ncor2
mmu-miR-3102-3p.2-3p,Atp11c
mmu-miR-3102-3p.2-3p,Nos1
mmu-miR-3102-3p.2-3p,Epb4.1
mmu-miR-3102-5p,Ttn
mmu-miR-3102-5p,Svep1
mmu-miR-3102-5p,Qser1
mmu-miR-3102-5p,Bcr
mmu-miR-3102-5p,Uhmk1
mmu-miR-3102-5p,Mga
mmu-miR-3102-5p,Grid2
mmu-miR-3102-5p,Myh10
mmu-miR-3102-5p,Brip1
mmu-miR-3102-5p,Bri3bp
mmu-miR-3102-5p,Plxna1
mmu-miR-3102-5p,Scn10a
mmu-miR-3102-5p,Deptor
mmu-miR-3102-5p,Cblb
mmu-miR-3102-5p,Dgke
mmu-miR-3102-5p,Csmd3
mmu-miR-3102-5p,Ncor2
mmu-miR-3102-5p,Ano5
mmu-miR-3102-5p,Tbl1xr1
mmu-miR-3102-5p,Ncam1
mmu-miR-3102-5p,Dysf
mmu-miR-3102-5p,Wdr7
mmu-miR-3102-5p,Zfp516
mmu-miR-3102-5p,Reps2
mmu-miR-3102-5p,Sh3pxd2b
mmu-miR-3102-5p,Fat4
mmu-miR-3102-5p,Myh10
mmu-miR-3102-5p,Slc1a2
mmu-miR-3102-5p,Arid1a
mmu-miR-3102-5p,Dysf
mmu-miR-3102-5p.2-5p,Pak3
mmu-miR-3102-5p.2-5p,Dab2ip
mmu-miR-3102-5p.2-5p,Tpr
mmu-miR-3102-5p.2-5p,Helz2
mmu-miR-3102-5p.2-5p,Setd1b
mmu-miR-3102-5p.2-5p,Helz2
mmu-miR-3102-5p.2-5p,Gpr107
mmu-miR-3102-5p.2-5p,Pak3
mmu-miR-3102-5p.2-5p,Sfmbt2
mmu-miR-3102-5p.2-5p,Cacna1a
mmu-miR-3102-5p.2-5p,Cacna1a
mmu-miR-3102-5p.2-5p,Cacna1a
mmu-miR-3102-5p.2-5p,Depdc5
mmu-miR-3102-5p.2-5p,Anapc1
mmu-miR-3102-5p.2-5p,Agrn
mmu-miR-3102-5p.2-5p,Ttn
mmu-miR-3102-5p.2-5p,Ppp1r16b
mmu-miR-3102-5p.2-5p,Abca4
mmu-miR-3102-5p.2-5p,Dpy19l3
mmu-miR-3102-5p.2-5p,Pak3
mmu-miR-3102-5p.2-5p,Fam179b
mmu-miR-3102-5p.2-5p,Dock11
mmu-miR-3102-5p.2-5p,Mon2
mmu-miR-3102-5p.2-5p,Dock11
mmu-miR-3102-5p.2-5p,Rgs7bp
mmu-miR-3102-5p.2-5p,Rnf24
mmu-miR-3102-5p.2-5p,Gpr98
mmu-miR-3102-5p.2-5p,Myh3
mmu-miR-3102-5p.2-5p,Hmcn2
mmu-miR-3102-5p.2-5p,Larp1
mmu-miR-3103-3p,Rp1l1
mmu-miR-3103-3p,Zfx
mmu-miR-3103-3p,Cd93
mmu-miR-3103-3p,Chd2
mmu-miR-3103-3p,Zfx
mmu-miR-3103-3p,Sdk1
mmu-miR-3103-3p,Cep192
mmu-miR-3103-3p,Mob3b
mmu-miR-3103-3p,Agpat5
mmu-miR-3103-3p,Socs4
mmu-miR-3103-3p,Zfx
mmu-miR-3103-3p,Epn3
mmu-miR-3103-3p,Pnpla3
mmu-miR-3103-3p,Stk4
mmu-miR-3103-3p,Ddx42
mmu-miR-3103-3p,Angel1
mmu-miR-3103-3p,Stk38
mmu-miR-3103-3p,Ifrd1
mmu-miR-3103-3p,Stk4
mmu-miR-3103-3p,Zfx
mmu-miR-3103-3p,Parm1
mmu-miR-3103-3p,Timp2
mmu-miR-3103-3p,Rnf6
mmu-miR-3103-3p,Sptlc3
mmu-miR-3103-3p,Rnf6
mmu-miR-3103-3p,Sptlc3
mmu-miR-3103-3p,Pik3r2
mmu-miR-3103-3p,Prss16
mmu-miR-3103-3p,Rnf6
mmu-miR-3103-3p,Zfp92
mmu-miR-3103-5p,Polq
mmu-miR-3103-5p,Ophn1
mmu-miR-3103-5p,Hook3
mmu-miR-3103-5p,Slc7a11
mmu-miR-3103-5p,Eif5b
mmu-miR-3103-5p,Ino80d
mmu-miR-3103-5p,Ush2a
mmu-miR-3103-5p,Syt7
mmu-miR-3103-5p,Synm
mmu-miR-3103-5p,Huwe1
mmu-miR-3103-5p,Huwe1
mmu-miR-3103-5p,Hydin
mmu-miR-3103-5p,Lifr
mmu-miR-3103-5p,Cflar
mmu-miR-3103-5p,Itpr3
mmu-miR-3103-5p,Madd
mmu-miR-3103-5p,Plch1
mmu-miR-3103-5p,Mfhas1
mmu-miR-3103-5p,Mpdz
mmu-miR-3103-5p,Tsc1
mmu-miR-3103-5p,Madd
mmu-miR-3103-5p,Zfp236
mmu-miR-3103-5p,Dscaml1
mmu-miR-3103-5p,Syt7
mmu-miR-3103-5p,Spon1
mmu-miR-3103-5p,Tmod2
mmu-miR-3103-5p,Ino80d
mmu-miR-3103-5p,Tbc1d1
mmu-miR-3103-5p,Anapc1
mmu-miR-3103-5p,Polq
mmu-miR-3104-3p,Myo18a
mmu-miR-3104-3p,Crebrf
mmu-miR-3104-3p,Myo18a
mmu-miR-3104-3p,Zfp275
mmu-miR-3104-3p,Myo18a
mmu-miR-3104-3p,Dlg5
mmu-miR-3104-3p,Ncor1
mmu-miR-3104-3p,Myo16
mmu-miR-3104-3p,Zbtb7a
mmu-miR-3104-3p,Kif26a
mmu-miR-3104-3p,Ccdc93
mmu-miR-3104-3p,Myo15
mmu-miR-3104-3p,Myo18a
mmu-miR-3104-3p,Dcaf10
mmu-miR-3104-3p,Chd5
mmu-miR-3104-3p,Ttn
mmu-miR-3104-3p,Myo18a
mmu-miR-3104-3p,Sspo
mmu-miR-3104-3p,Tnxb
mmu-miR-3104-3p,Myo18a
mmu-miR-3104-3p,Ncor1
mmu-miR-3104-3p,Zbtb40
mmu-miR-3104-3p,Ncor1
mmu-miR-3104-3p,Dlg5
mmu-miR-3104-3p,Usp13
mmu-miR-3104-3p,Myo18a
mmu-miR-3104-3p,Ncor1
mmu-miR-3104-3p,Gm15800
mmu-miR-3104-3p,Ncor1
mmu-miR-3104-3p,Crocc
mmu-miR-3104-5p,Cdan1
mmu-miR-3104-5p,Tenm4
mmu-miR-3104-5p,Mast4
mmu-miR-3104-5p,Zfp516
mmu-miR-3104-5p,Svep1
mmu-miR-3104-5p,Rbfox2
mmu-miR-3104-5p,Kif21a
mmu-miR-3104-5p,Pou2f1
mmu-miR-3104-5p,Abca13
mmu-miR-3104-5p,Kif21a
mmu-miR-3104-5p,Dtx4
mmu-miR-3104-5p,Atg2b
mmu-miR-3104-5p,Dnah17
mmu-miR-3104-5p,Ryr1
mmu-miR-3104-5p,Herc2
mmu-miR-3104-5p,Kif21a
mmu-miR-3104-5p,Atp2b2
mmu-miR-3104-5p,Ccdc141
mmu-miR-3104-5p,N4bp1
mmu-miR-3104-5p,Pik3c2b
mmu-miR-3104-5p,Dnah17
mmu-miR-3104-5p,Akap6
mmu-miR-3104-5p,Atad5
mmu-miR-3104-5p,Dnah17
mmu-miR-3104-5p,Srpk2
mmu-miR-3104-5p,Tg
mmu-miR-3104-5p,Rgp1
mmu-miR-3104-5p,Satb1
mmu-miR-3104-5p,Ryr1
mmu-miR-3104-5p,Pcdh19
mmu-miR-3105-3p,Mms19
mmu-miR-3105-3p,Utrn
mmu-miR-3105-3p,Spon1
mmu-miR-3105-3p,Hectd1
mmu-miR-3105-3p,Neb
mmu-miR-3105-3p,Ryr1
mmu-miR-3105-3p,Adam12
mmu-miR-3105-3p,Tnc
mmu-miR-3105-3p,Zfp618
mmu-miR-3105-3p,Abca4
mmu-miR-3105-3p,Dnah7b
mmu-miR-3105-3p,Abca2
mmu-miR-3105-3p,Tsc1
mmu-miR-3105-3p,Kmt2c
mmu-miR-3105-3p,Mapk8ip3
mmu-miR-3105-3p,Tsc1
mmu-miR-3105-3p,Agrn
mmu-miR-3105-3p,Mapk8ip3
mmu-miR-3105-3p,Uggt2
mmu-miR-3105-3p,Tnxb
mmu-miR-3105-3p,Myo18a
mmu-miR-3105-3p,Bend3
mmu-miR-3105-3p,Myo18a
mmu-miR-3105-3p,Tnc
mmu-miR-3105-3p,Rp1
mmu-miR-3105-3p,Slc1a2
mmu-miR-3105-3p,Mylk
mmu-miR-3105-3p,Cntrl
mmu-miR-3105-3p,Lamc3
mmu-miR-3105-3p,Sspo
mmu-miR-3105-5p,Dab2ip
mmu-miR-3105-5p,Tsc1
mmu-miR-3105-5p,Sipa1l2
mmu-miR-3105-5p,Ttll7
mmu-miR-3105-5p,Dab2ip
mmu-miR-3105-5p,Zzz3
mmu-miR-3105-5p,Rock2
mmu-miR-3105-5p,Zzz3
mmu-miR-3105-5p,Polq
mmu-miR-3105-5p,Tsc1
mmu-miR-3105-5p,Zfyve16
mmu-miR-3105-5p,Polq
mmu-miR-3105-5p,N4bp1
mmu-miR-3105-5p,Dnah5
mmu-miR-3105-5p,Phc3
mmu-miR-3105-5p,Dab2ip
mmu-miR-3105-5p,Myo18a
mmu-miR-3105-5p,Polq
mmu-miR-3105-5p,Hspg2
mmu-miR-3105-5p,Rock2
mmu-miR-3105-5p,Huwe1
mmu-miR-3105-5p,Clcn5
mmu-miR-3105-5p,N4bp1
mmu-miR-3105-5p,Phc3
mmu-miR-3105-5p,Megf9
mmu-miR-3105-5p,Tsc1
mmu-miR-3105-5p,Hspg2
mmu-miR-3105-5p,Hspg2
mmu-miR-3105-5p,Atp2b2
mmu-miR-3105-5p,Huwe1
mmu-miR-3106-3p,Myo18a
mmu-miR-3106-3p,Kmt2d
mmu-miR-3106-3p,Dip2c
mmu-miR-3106-3p,Myo3b
mmu-miR-3106-3p,Slc7a1
mmu-miR-3106-3p,Zfp275
mmu-miR-3106-3p,Tsc1
mmu-miR-3106-3p,Agpat5
mmu-miR-3106-3p,Ahdc1
mmu-miR-3106-3p,Mfhas1
mmu-miR-3106-3p,Kmt2d
mmu-miR-3106-3p,Dip2c
mmu-miR-3106-3p,Smarca4
mmu-miR-3106-3p,Itpr3
mmu-miR-3106-3p,Cacna1h
mmu-miR-3106-3p,Rassf4
mmu-miR-3106-3p,Cacna1h
mmu-miR-3106-3p,Zc3h13
mmu-miR-3106-3p,Itsn1
mmu-miR-3106-3p,Satb2
mmu-miR-3106-3p,Fnbp1
mmu-miR-3106-3p,Tsc1
mmu-miR-3106-3p,Peg3
mmu-miR-3106-3p,Aak1
mmu-miR-3106-3p,Myo7a
mmu-miR-3106-3p,Zfp275
mmu-miR-3106-3p,Myo7a
mmu-miR-3106-3p,Soga1
mmu-miR-3106-3p,Myo15
mmu-miR-3106-3p,Agrn
mmu-miR-3106-5p,Unc5b
mmu-miR-3106-5p,Slc1a2
mmu-miR-3106-5p,Ccnt1
mmu-miR-3106-5p,Ank3
mmu-miR-3106-5p,Anapc1
mmu-miR-3106-5p,Kirrel
mmu-miR-3106-5p,Ahdc1
mmu-miR-3106-5p,Stxbp4
mmu-miR-3106-5p,Heatr5a
mmu-miR-3106-5p,Ccdc88c
mmu-miR-3106-5p,Ccdc88c
mmu-miR-3106-5p,Lphn3
mmu-miR-3106-5p,Erc2
mmu-miR-3106-5p,Fam53a
mmu-miR-3106-5p,Pask
mmu-miR-3106-5p,Ptprj
mmu-miR-3106-5p,Clmn
mmu-miR-3106-5p,Dip2c
mmu-miR-3106-5p,Ank3
mmu-miR-3106-5p,Bace1
mmu-miR-3106-5p,Baz2b
mmu-miR-3106-5p,Clmn
mmu-miR-3106-5p,Ptprj
mmu-miR-3106-5p,Dip2c
mmu-miR-3106-5p,Slc1a2
mmu-miR-3106-5p,Itga9
mmu-miR-3106-5p,Ahdc1
mmu-miR-3106-5p,Ptprj
mmu-miR-3106-5p,Eef2k
mmu-miR-3106-5p,Golgb1
mmu-miR-3107-3p,Zyg11b
mmu-miR-3107-3p,Col6a4
mmu-miR-3107-3p,Lrp4
mmu-miR-3107-3p,Tsc1
mmu-miR-3107-3p,Lmtk2
mmu-miR-3107-3p,Tsc1
mmu-miR-3107-3p,Anapc1
mmu-miR-3107-3p,Anapc1
mmu-miR-3107-3p,Cacna1a
mmu-miR-3107-3p,Macf1
mmu-miR-3107-3p,Traf6
mmu-miR-3107-3p,Nrk
mmu-miR-3107-3p,Tbc1d1
mmu-miR-3107-3p,Mfhas1
mmu-miR-3107-3p,Atg2b
mmu-miR-3107-3p,Chd4
mmu-miR-3107-3p,Madd
mmu-miR-3107-3p,Pcnxl3
mmu-miR-3107-3p,Tmtc1
mmu-miR-3107-3p,Golgb1
mmu-miR-3107-3p,Arid1a
mmu-miR-3107-3p,Ern1
mmu-miR-3107-3p,Chrm1
mmu-miR-3107-3p,Taok1
mmu-miR-3107-3p,Map1b
mmu-miR-3107-3p,Pdzd8
mmu-miR-3107-3p,Supt6
mmu-miR-3107-3p,Map3k9
mmu-miR-3107-3p,Dtx4
mmu-miR-3107-3p,Cblb
mmu-miR-3107-5p,Tsc1
mmu-miR-3107-5p,Soga1
mmu-miR-3107-5p,Slit2
mmu-miR-3107-5p,Pou2f1
mmu-miR-3107-5p,A630007B06Rik
mmu-miR-3107-5p,Zc3h4
mmu-miR-3107-5p,Itpr2
mmu-miR-3107-5p,Hectd1
mmu-miR-3107-5p,Heg1
mmu-miR-3107-5p,Myo18a
mmu-miR-3107-5p,Dock11
mmu-miR-3107-5p,Zfp275
mmu-miR-3107-5p,Dip2b
mmu-miR-3107-5p,Sspo
mmu-miR-3107-5p,Impg2
mmu-miR-3107-5p,Zfp275
mmu-miR-3107-5p,Itpr2
mmu-miR-3107-5p,Dgke
mmu-miR-3107-5p,Cyfip2
mmu-miR-3107-5p,Map3k9
mmu-miR-3107-5p,Kif1c
mmu-miR-3107-5p,Ank1
mmu-miR-3107-5p,Nup155
mmu-miR-3107-5p,Heg1
mmu-miR-3107-5p,Tsc1
mmu-miR-3107-5p,Cyfip2
mmu-miR-3107-5p,Slit2
mmu-miR-3107-5p,Myo15
mmu-miR-3107-5p,Msi2
mmu-miR-3107-5p,Impad1
mmu-miR-3108-3p,Crb2
mmu-miR-3108-3p,Zbtb1
mmu-miR-3108-3p,Rc3h2
mmu-miR-3108-3p,Tnc
mmu-miR-3108-3p,Bcor
mmu-miR-3108-3p,Tnc
mmu-miR-3108-3p,Bcor
mmu-miR-3108-3p,Tnc
mmu-miR-3108-3p,Bcor
mmu-miR-3108-3p,Obscn
mmu-miR-3108-3p,Elp4
mmu-miR-3108-3p,Map4k4
mmu-miR-3108-3p,Nrk
mmu-miR-3108-3p,Ccdc50
mmu-miR-3108-3p,Herc1
mmu-miR-3108-3p,Pcdh15
mmu-miR-3108-3p,Bcor
mmu-miR-3108-3p,Cbfa2t2
mmu-miR-3108-3p,N4bp1
mmu-miR-3108-3p,Baz2b
mmu-miR-3108-3p,Pdzd8
mmu-miR-3108-3p,Igfbp5
mmu-miR-3108-3p,Nrk
mmu-miR-3108-3p,Supt6
mmu-miR-3108-3p,Rlf
mmu-miR-3108-3p,Krba1
mmu-miR-3108-3p,Bcor
mmu-miR-3108-3p,Mylk
mmu-miR-3108-3p,Tnc
mmu-miR-3108-3p,Dcp2
mmu-miR-3108-5p,Gpr98
mmu-miR-3108-5p,Palm2Akap2
mmu-miR-3108-5p,Tnc
mmu-miR-3108-5p,Phlpp2
mmu-miR-3108-5p,Ahctf1
mmu-miR-3108-5p,Pard3b
mmu-miR-3108-5p,Mib1
mmu-miR-3108-5p,Zbtb7a
mmu-miR-3108-5p,Cds2
mmu-miR-3108-5p,Col4a1
mmu-miR-3108-5p,Iqsec3
mmu-miR-3108-5p,Macf1
mmu-miR-3108-5p,Sspo
mmu-miR-3108-5p,Nt5dc3
mmu-miR-3108-5p,Iqsec3
mmu-miR-3108-5p,Haus6
mmu-miR-3108-5p,Tnxb
mmu-miR-3108-5p,Aak1
mmu-miR-3108-5p,Dennd5b
mmu-miR-3108-5p,Baz1a
mmu-miR-3108-5p,Crocc
mmu-miR-3108-5p,Sspo
mmu-miR-3108-5p,Ryr2
mmu-miR-3108-5p,Amotl1
mmu-miR-3108-5p,Itpr3
mmu-miR-3108-5p,Usp49
mmu-miR-3108-5p,Slc45a4
mmu-miR-3108-5p,Wdfy3
mmu-miR-3108-5p,Scn5a
mmu-miR-3108-5p,Akap2
mmu-miR-3109-3p,Lmtk2
mmu-miR-3109-3p,Cad
mmu-miR-3109-3p,Itpr1
mmu-miR-3109-3p,Gon4l
mmu-miR-3109-3p,Trim2
mmu-miR-3109-3p,Trim2
mmu-miR-3109-3p,Macf1
mmu-miR-3109-3p,Macf1
mmu-miR-3109-3p,Insr
mmu-miR-3109-3p,Macf1
mmu-miR-3109-3p,Cpd
mmu-miR-3109-3p,Zfp516
mmu-miR-3109-3p,Csmd3
mmu-miR-3109-3p,Macf1
mmu-miR-3109-3p,Sox5
mmu-miR-3109-3p,Nrk
mmu-miR-3109-3p,Trim2
mmu-miR-3109-3p,Map1b
mmu-miR-3109-3p,Trim2
mmu-miR-3109-3p,Ptgfrn
mmu-miR-3109-3p,Arid2
mmu-miR-3109-3p,Eif5b
mmu-miR-3109-3p,Celf2
mmu-miR-3109-3p,Macf1
mmu-miR-3109-3p,Anapc1
mmu-miR-3109-3p,Baz1a
mmu-miR-3109-3p,Sh3kbp1
mmu-miR-3109-3p,Macf1
mmu-miR-3109-3p,Fnip2
mmu-miR-3109-3p,Macf1
mmu-miR-3109-5p,Egfr
mmu-miR-3109-5p,Mef2c
mmu-miR-3109-5p,Arid1a
mmu-miR-3109-5p,Tbc1d32
mmu-miR-3109-5p,Myo18a
mmu-miR-3109-5p,Pcsk5
mmu-miR-3109-5p,Sort1
mmu-miR-3109-5p,Kirrel
mmu-miR-3109-5p,Mef2c
mmu-miR-3109-5p,Dgke
mmu-miR-3109-5p,Myo18a
mmu-miR-3109-5p,Dnah9
mmu-miR-3109-5p,Sh3pxd2b
mmu-miR-3109-5p,Robo1
mmu-miR-3109-5p,Reps2
mmu-miR-3109-5p,Rgp1
